p	linkRatio	samplenum
27.2	0.9090909090909091	66	199.8030303030303
9.2	0.6094276094276094	891	89.23120089786757
13.8	0.7570621468926554	354	111.55367231638418
15.3	0.7892976588628763	299	130.30434782608697
21.3	0.8301886792452831	106	147.73584905660377
13.9	0.7647058823529411	357	116.95238095238095
42.9	0.9473684210526315	19	188.3684210526316
5.6	0.5198380566801619	2470	68.51538461538462
43.3	0.8947368421052632	19	243.57894736842104
16.7	0.8237885462555066	227	130.34361233480178
13.0	0.6884057971014492	414	111.97826086956522
23.6	0.9487179487179487	78	160.25641025641025
45.4	0.9090909090909091	11	208.1818181818182
29.2	0.8863636363636364	44	191.1818181818182
32.0	0.8823529411764706	34	189.8235294117647
15.7	0.7702702702702703	296	124.95945945945945
10.2	0.6362359550561798	712	98.72612359550561
13.1	0.7741116751269036	394	112.28172588832487
21.6	0.883495145631068	103	161.1747572815534
23.2	0.8555555555555555	90	159.37777777777777
27.7	0.9130434782608695	69	194.68115942028984
38.3	1.0	21	215.14285714285714
8.6	0.6344621513944223	1004	87.21812749003983
18.9	0.8265895953757225	173	140.5722543352601
70.7	1.0	3	226.33333333333334
18.8	0.7894736842105263	171	136.53216374269005
8.3	0.6392857142857142	1120	86.16964285714286
26.6	0.835820895522388	67	172.88059701492537
11.4	0.7282608695652174	552	106.3731884057971
31.5	0.9148936170212766	47	195.87234042553192
16.0	0.8137651821862348	247	132.69635627530366
23.5	0.875	96	160.38541666666666
17.3	0.8663793103448276	232	131.99137931034483
19.2	0.8092485549132948	173	146.08092485549133
93.6	1.0	3	234.0
30.3	0.8636363636363636	44	185.25
23.8	0.8409090909090909	88	162.07954545454547
7.8	0.6361426256077796	1234	81.82009724473258
22.5	0.859504132231405	121	166.15702479338842
14.0	0.7808219178082192	365	119.66575342465754
16.8	0.7982456140350878	228	133.35087719298247
12.5	0.7239709443099274	413	108.80629539951573
9.3	0.6415981198589894	851	92.78613396004701
9.7	0.6515353805073432	749	93.78104138851802
28.8	0.8723404255319149	47	171.72340425531914
17.4	0.8031088082901554	193	141.9222797927461
16.1	0.80859375	256	134.9296875
20.8	0.8442622950819673	122	146.327868852459
39.7	0.9523809523809523	21	247.71428571428572
21.7	0.8695652173913043	115	149.7826086956522
12.0	0.727810650887574	507	105.02169625246549
35.6	0.8863636363636364	44	197.3181818181818
15.5	0.8014440433212996	277	121.33935018050542
10.3	0.6918604651162791	688	97.78633720930233
11.8	0.6888454011741683	511	104.89628180039139
23.0	0.8118811881188119	101	164.67326732673268
24.6	0.9054054054054054	74	168.24324324324326
27.8	0.9047619047619048	63	189.17460317460316
22.3	0.8333333333333334	96	157.72916666666666
9.1	0.6910755148741419	874	90.4141876430206
32.7	0.8695652173913043	46	199.6086956521739
11.9	0.716589861751152	434	107.43087557603687
295.9	1.0	1	523.0
72.3	1.0	5	339.2
87.4	0.75	4	275.25
50.3	1.0	10	222.5
44.5	0.8571428571428571	14	281.7142857142857
57.1	1.0	5	288.8
23.7	0.8695652173913043	115	160.8608695652174
52.7	1.0	13	234.0
28.3	0.9180327868852459	61	198.4262295081967
46.6	0.9166666666666666	12	240.41666666666666
18.6	0.8080808080808081	198	137.16161616161617
37.4	1.0	24	248.08333333333334
39.5	1.0	23	231.82608695652175
39.2	0.9130434782608695	23	192.91304347826087
38.1	1.0	18	205.88888888888889
36.6	0.96	25	218.32
45.2	0.9166666666666666	12	236.83333333333334
38.5	1.0	29	208.68965517241378
18.3	0.7842105263157895	190	138.44736842105263
40.0	0.9047619047619048	21	267.85714285714283
59.0	1.0	3	480.0
43.7	0.9285714285714286	14	260.2857142857143
20.3	0.8658536585365854	164	150.21341463414635
47.2	1.0	15	260.1333333333333
42.1	1.0	10	259.4
55.5	1.0	11	277.1818181818182
26.1	0.8939393939393939	66	196.65151515151516
34.1	1.0	28	196.14285714285714
38.7	0.9565217391304348	23	236.43478260869566
14.2	0.7741935483870968	310	117.43225806451613
9.8	0.6426666666666667	750	94.43333333333334
14.1	0.8089887640449438	356	119.64606741573034
20.1	0.7739130434782608	115	141.61739130434782
25.3	0.9120879120879121	91	168.42857142857142
23.9	0.8969072164948454	97	170.5463917525773
36.8	0.8947368421052632	19	224.0
37.8	0.88	25	225.04
37.5	0.9615384615384616	26	213.03846153846155
30.2	0.9761904761904762	42	198.14285714285714
19.7	0.8355263157894737	152	156.67105263157896
76.9	1.0	2	322.5
51.7	0.8333333333333334	6	401.6666666666667
59.9	1.0	7	380.85714285714283
18.0	0.8199052132701422	211	145.06635071090048
22.4	0.868421052631579	114	162.23684210526315
42.5	1.0	17	206.88235294117646
34.9	0.9714285714285714	35	205.17142857142858
40.9	0.9090909090909091	22	230.86363636363637
17.1	0.7465437788018433	217	128.22119815668202
13.6	0.7672413793103449	348	118.30459770114942
34.7	0.918918918918919	37	219.8918918918919
24.5	0.8809523809523809	84	164.3452380952381
35.9	0.9583333333333334	24	267.5833333333333
19.8	0.8448275862068966	174	142.19540229885058
22.0	0.9051724137931034	116	157.79310344827587
45.3	0.8888888888888888	9	173.66666666666666
48.8	1.0	6	278.6666666666667
53.8	1.0	7	307.57142857142856
37.9	0.9285714285714286	28	246.25
11.2	0.7119856887298748	559	101.01073345259391
52.6	1.0	8	235.0
43.9	0.9	10	265.1
58.7	1.0	2	364.5
56.3	1.0	8	291.875
62.1	1.0	6	309.0
27.1	0.9019607843137255	51	165.84313725490196
26.5	0.9722222222222222	72	177.30555555555554
9.5	0.6529562982005142	778	94.30462724935732
80.8	1.0	4	341.0
21.4	0.875	112	147.88392857142858
34.8	1.0	35	228.68571428571428
17.8	0.8089887640449438	178	134.87078651685394
32.8	1.0	26	193.57692307692307
32.6	0.9	40	199.35
19.1	0.8253012048192772	166	140.62048192771084
21.5	0.8782608695652174	115	139.68695652173912
58.9	1.0	8	271.75
66.6	1.0	3	265.0
55.1	1.0	11	315.45454545454544
18.2	0.7718120805369127	149	131.9261744966443
64.2	1.0	1	517.0
25.6	0.891566265060241	83	164.56626506024097
24.2	0.8518518518518519	81	170.65432098765433
24.1	0.8461538461538461	78	156.64102564102564
51.9	1.0	7	320.42857142857144
21.9	0.8709677419354839	124	153.08064516129033
33.5	1.0	46	216.56521739130434
10.6	0.6915052160953801	671	97.78390461997019
35.1	0.9591836734693877	49	211.46938775510205
50.2	1.0	12	286.8333333333333
20.2	0.860655737704918	122	148.79508196721312
27.0	0.9	60	192.53333333333333
28.4	0.8787878787878788	66	180.92424242424244
48.3	0.9	10	254.5
38.0	0.9333333333333333	30	237.6
49.0	1.0	16	283.0
26.9	0.8888888888888888	72	175.01388888888889
24.8	0.8714285714285714	70	188.28571428571428
34.3	0.9736842105263158	38	216.39473684210526
14.9	0.7755775577557755	303	120.4059405940594
19.5	0.8455284552845529	123	147.89430894308944
24.4	0.8554216867469879	83	156.73493975903614
15.0	0.7872340425531915	282	122.39716312056737
22.1	0.9019607843137255	102	172.34313725490196
114.1	1.0	2	296.0
21.8	0.9047619047619048	126	156.21428571428572
15.2	0.7818791946308725	298	123.18456375838926
15.1	0.7597402597402597	308	125.28571428571429
56.7	1.0	9	349.8888888888889
29.5	0.9090909090909091	55	190.21818181818182
36.2	1.0	19	215.57894736842104
9.9	0.6586294416243654	788	97.38959390862944
38.2	0.9047619047619048	21	217.85714285714286
31.2	0.9696969696969697	33	215.21212121212122
33.4	0.9117647058823529	34	219.26470588235293
107.0	1.0	1	420.0
48.2	0.9230769230769231	13	213.6153846153846
14.8	0.781437125748503	334	122.41017964071857
28.6	0.9444444444444444	72	182.36111111111111
29.1	0.9387755102040817	49	186.81632653061226
52.0	1.0	10	343.4
25.8	0.9571428571428572	70	185.9142857142857
39.6	0.9047619047619048	21	210.57142857142858
16.9	0.8212765957446808	235	134.2808510638298
24.0	0.8709677419354839	93	165.79569892473117
28.1	0.8709677419354839	62	191.38709677419354
34.0	0.8888888888888888	36	209.02777777777777
13.5	0.7565982404692082	341	114.94134897360703
38.8	0.7777777777777778	27	216.37037037037038
19.9	0.7621951219512195	164	146.04268292682926
38.6	0.9375	16	258.5625
42.0	1.0	18	234.61111111111111
42.6	0.8333333333333334	12	227.41666666666666
19.4	0.7430555555555556	144	135.30555555555554
33.7	0.9090909090909091	33	214.57575757575756
8.1	0.6274509803921569	1224	85.60130718954248
40.7	1.0	20	211.5
40.1	0.95	20	241.5
23.4	0.9166666666666666	96	165.38541666666666
16.3	0.7914893617021277	235	125.55319148936171
25.1	0.8181818181818182	66	181.8181818181818
39.9	0.9333333333333333	15	251.53333333333333
26.7	0.8873239436619719	71	167.50704225352112
41.9	0.9333333333333333	15	204.93333333333334
14.6	0.7781155015197568	329	124.62613981762918
49.4	1.0	7	315.85714285714283
69.1	1.0	3	269.6666666666667
33.0	0.9459459459459459	37	203.67567567567568
31.6	0.8571428571428571	42	185.5952380952381
33.2	0.9523809523809523	42	199.45238095238096
35.5	1.0	42	227.5
17.9	0.7951219512195122	205	136.55121951219513
32.4	0.9259259259259259	27	186.88888888888889
20.5	0.8099173553719008	121	147.97520661157026
50.5	1.0	14	339.64285714285717
20.7	0.8686131386861314	137	140.08029197080293
20.4	0.8201438848920863	139	146.92805755395685
44.7	0.8181818181818182	11	250.54545454545453
48.1	1.0	12	284.5833333333333
22.8	0.9150943396226415	106	156.60377358490567
48.0	1.0	4	211.25
15.6	0.7854545454545454	275	123.05818181818182
12.4	0.720616570327553	519	106.07899807321773
48.4	0.8571428571428571	7	229.42857142857142
35.7	0.9	20	231.55
25.7	0.8783783783783784	74	175.01351351351352
15.9	0.7446808510638298	282	120.71985815602837
21.0	0.8771929824561403	114	149.7982456140351
16.2	0.7520661157024794	242	127.57438016528926
22.6	0.8217821782178217	101	150.37623762376236
9.4	0.6406820950060901	821	91.08769792935445
10.7	0.6510851419031719	599	95.38230383973288
34.5	0.9285714285714286	28	213.14285714285714
61.5	1.0	1	483.0
46.1	0.8666666666666667	15	282.8
22.7	0.883495145631068	103	165.02912621359224
92.1	1.0	3	376.6666666666667
57.8	0.9230769230769231	13	322.38461538461536
25.2	0.8625	80	184.7
15.8	0.7011494252873564	261	126.19923371647509
32.5	0.8571428571428571	42	204.38095238095238
46.0	0.9444444444444444	18	231.44444444444446
24.7	0.8674698795180723	83	157.87951807228916
30.1	0.8387096774193549	31	161.5483870967742
37.2	0.8888888888888888	18	269.8333333333333
18.1	0.7734806629834254	181	134.6961325966851
18.5	0.813953488372093	172	143.83139534883722
12.6	0.738498789346247	413	111.35593220338983
26.0	0.9661016949152542	59	175.98305084745763
27.9	0.7818181818181819	55	180.27272727272728
102.5	1.0	1	387.0
246.5	1.0	1	406.0
262.7	1.0	1	463.0
353.2	1.0	1	722.0
29.6	0.9056603773584906	53	184.26415094339623
257.3	1.0	1	449.0
145.7	1.0	1	243.0
51.3	0.8333333333333334	12	286.3333333333333
34.6	0.9166666666666666	24	201.58333333333334
100.7	1.0	3	237.33333333333334
88.2	0.6666666666666666	3	317.6666666666667
230.1	1.0	1	385.0
272.9	1.0	1	470.0
89.8	1.0	3	210.33333333333334
183.4	1.0	1	309.0
53.9	1.0	6	227.16666666666666
74.6	1.0	2	218.0
196.7	1.0	1	335.0
197.2	1.0	1	329.0
59.2	1.0	3	293.3333333333333
208.0	1.0	1	372.0
171.8	1.0	1	283.0
82.3	1.0	1	131.0
241.2	1.0	1	413.0
195.2	1.0	3	328.0
123.6	1.0	2	396.0
25.9	0.9036144578313253	83	175.09638554216866
77.5	1.0	4	357.0
240.7	1.0	1	432.0
96.1	1.0	1	154.0
251.8	1.0	1	432.0
44.6	1.0	12	239.08333333333334
198.7	1.0	1	334.0
79.8	1.0	3	302.6666666666667
199.2	1.0	1	347.0
148.7	1.0	1	246.0
63.8	1.0	6	326.5
111.7	1.0	2	290.0
42.2	0.8461538461538461	26	225.46153846153845
198.0	1.0	1	325.0
74.5	1.0	4	257.5
83.4	1.0	2	247.0
68.8	1.0	2	230.5
102.3	1.0	3	172.0
46.7	1.0	10	255.6
127.1	1.0	1	213.0
93.0	1.0	2	247.0
27.3	0.9104477611940298	67	180.73134328358208
161.0	1.0	1	271.0
226.0	1.0	1	388.0
118.5	1.0	1	200.0
103.8	1.0	3	263.6666666666667
47.0	0.9	10	285.1
140.4	1.0	2	238.0
133.9	1.0	1	216.0
87.5	1.0	2	267.5
205.7	1.0	1	360.0
58.6	1.0	5	245.0
155.3	1.0	1	891.0
287.7	1.0	1	495.0
324.5	1.0	1	549.0
36.0	0.96	25	206.48
112.3	1.0	2	192.0
53.1	1.0	10	268.2
181.8	1.0	1	301.0
226.5	1.0	1	380.0
88.8	1.0	4	296.25
269.2	1.0	1	528.0
186.6	1.0	1	314.0
131.4	1.0	1	216.0
226.8	1.0	1	406.0
96.8	1.0	1	161.0
57.7	1.0	4	234.0
108.9	1.0	2	285.0
168.5	1.0	1	292.0
228.9	1.0	1	383.0
64.8	1.0	3	382.0
180.6	1.0	1	301.0
71.2	1.0	2	163.0
61.9	1.0	5	247.0
214.6	1.0	1	355.0
137.1	1.0	1	223.0
329.9	1.0	1	580.0
158.4	1.0	1	268.0
116.5	1.0	1	202.0
305.0	1.0	1	540.0
26.3	0.8461538461538461	78	179.46153846153845
66.1	1.0	3	160.66666666666666
372.8	1.0	1	695.0
124.7	1.0	1	202.0
41.0	1.0	18	247.5
36.9	0.875	24	268.3333333333333
173.7	1.0	1	273.0
99.9	1.0	2	418.0
40.2	1.0	19	200.05263157894737
103.4	1.0	1	173.0
105.8	1.0	1	180.0
177.7	1.0	1	288.0
53.5	1.0	12	245.91666666666666
47.6	1.0	7	209.57142857142858
51.6	1.0	9	254.77777777777777
47.7	1.0	8	220.375
169.0	1.0	1	278.0
171.6	1.0	1	292.0
89.4	1.0	2	150.0
333.1	1.0	1	591.0
108.3	1.0	1	710.0
233.6	1.0	1	393.0
297.3	1.0	1	510.0
126.1	1.0	1	211.0
63.2	0.8	5	170.6
43.2	0.9565217391304348	23	259.9130434782609
83.9	1.0	4	215.25
365.2	1.0	1	653.0
130.1	1.0	1	220.0
133.6	1.0	1	217.0
133.1	1.0	1	298.0
315.1	1.0	1	613.0
95.7	1.0	2	242.5
98.7	1.0	2	159.0
170.9	1.0	1	292.0
172.9	1.0	1	296.0
69.6	1.0	2	466.5
248.9	1.0	1	406.0
101.8	1.0	1	165.0
98.2	0.5	2	252.0
150.5	1.0	1	250.0
44.8	0.9285714285714286	14	234.5
131.2	1.0	1	223.0
58.4	1.0	12	319.5
186.7	1.0	1	308.0
60.7	1.0	4	297.75
141.7	1.0	2	380.5
146.9	1.0	1	262.0
162.3	1.0	1	267.0
123.2	1.0	1	206.0
119.0	1.0	1	205.0
82.4	1.0	2	222.5
124.8	1.0	1	281.0
110.3	1.0	1	182.0
161.7	1.0	1	276.0
97.5	1.0	3	313.6666666666667
31.3	0.94	50	188.86
25.5	0.9253731343283582	67	177.02985074626866
161.4	1.0	1	259.0
114.9	1.0	2	190.5
117.4	1.0	1	200.0
75.6	1.0	3	127.0
78.7	1.0	4	309.5
87.8	1.0	1	151.0
63.9	1.0	3	291.6666666666667
45.9	0.9090909090909091	11	212.9090909090909
189.0	1.0	1	320.0
167.9	1.0	1	279.0
279.0	1.0	1	500.0
130.3	1.0	2	231.0
193.1	1.0	1	324.0
61.7	1.0	2	520.0
87.0	1.0	1	141.0
94.3	1.0	1	161.0
66.7	1.0	2	305.5
101.1	1.0	1	163.0
128.6	1.0	1	520.0
238.3	1.0	1	402.0
135.0	1.0	1	215.0
137.7	1.0	1	247.0
88.6	1.0	2	252.0
73.4	1.0	2	193.5
147.6	1.0	1	254.0
56.2	1.0	8	237.75
165.7	1.0	1	314.0
61.1	1.0	2	346.5
124.6	1.0	1	200.0
31.1	0.9761904761904762	42	221.4047619047619
189.5	1.0	2	327.0
183.1	1.0	1	306.0
88.5	1.0	2	148.5
130.2	1.0	1	255.0
201.3	1.0	1	331.0
127.3	1.0	1	206.0
69.5	1.0	3	214.33333333333334
125.6	1.0	1	205.0
128.8	1.0	1	217.0
60.4	1.0	3	129.0
55.2	1.0	6	230.83333333333334
19.6	0.8582089552238806	134	157.02985074626866
200.2	1.0	1	343.0
50.0	0.7142857142857143	7	243.85714285714286
105.7	1.0	1	175.0
50.9	1.0	10	257.7
68.2	1.0	8	318.75
217.6	1.0	1	367.0
112.2	1.0	1	187.0
194.5	1.0	1	326.0
43.8	1.0	16	254.375
151.8	1.0	1	265.0
134.2	1.0	2	229.0
65.4	1.0	3	268.6666666666667
64.9	1.0	7	188.71428571428572
162.7	1.0	1	267.0
123.0	1.0	1	205.0
204.2	1.0	1	337.0
143.3	1.0	1	238.0
63.4	1.0	4	220.0
136.3	1.0	1	222.0
231.3	1.0	1	395.0
184.7	1.0	1	295.0
75.0	1.0	3	172.33333333333334
128.1	1.0	1	225.0
201.5	1.0	1	334.0
190.1	1.0	2	512.0
59.4	1.0	5	290.0
57.3	0.75	4	189.75
45.6	0.9	10	221.1
46.5	1.0	6	197.5
120.7	1.0	1	190.0
63.7	0.5	2	176.5
30.9	0.8222222222222222	45	178.0222222222222
72.1	1.0	2	198.5
83.1	1.0	4	306.0
29.3	0.967741935483871	62	211.70967741935485
266.1	1.0	1	452.0
159.7	1.0	1	289.0
76.7	0.75	4	305.75
177.0	1.0	1	295.0
84.6	1.0	2	234.0
58.1	0.8333333333333334	6	184.5
57.0	1.0	4	226.25
71.5	1.0	3	214.33333333333334
153.4	1.0	1	258.0
78.8	0.0	1	197.0
47.1	1.0	7	184.28571428571428
33.1	0.8717948717948718	39	215.84615384615384
39.1	0.9615384615384616	26	234.76923076923077
146.3	1.0	1	254.0
39.0	1.0	24	230.83333333333334
178.5	1.0	1	321.0
43.6	0.9333333333333333	15	237.4
118.9	1.0	1	212.0
37.1	1.0	27	208.7037037037037
150.4	1.0	1	264.0
106.0	1.0	1	178.0
90.3	1.0	4	238.75
55.9	0.875	8	308.75
62.7	1.0	4	257.25
81.8	1.0	3	219.33333333333334
20.9	0.8686868686868687	99	153.21212121212122
84.2	1.0	5	213.0
161.1	1.0	1	260.0
45.1	1.0	14	193.78571428571428
67.9	1.0	3	203.33333333333334
85.8	1.0	1	136.0
41.4	0.9523809523809523	21	192.42857142857142
56.9	0.8	5	238.4
91.4	1.0	2	337.5
83.6	1.0	2	240.0
95.9	1.0	1	167.0
157.9	1.0	1	254.0
90.7	1.0	1	145.0
64.6	1.0	4	171.25
44.0	1.0	6	167.5
63.1	1.0	7	243.71428571428572
174.3	1.0	1	292.0
36.3	0.9642857142857143	28	196.67857142857142
77.0	1.0	3	289.0
97.4	1.0	2	247.0
81.7	1.0	1	136.0
103.0	1.0	1	171.0
70.6	1.0	2	117.5
68.4	1.0	4	193.5
100.6	1.0	1	171.0
52.1	0.75	4	138.0
131.0	1.0	1	211.0
54.7	0.9090909090909091	11	260.27272727272725
128.0	1.0	1	210.0
45.5	0.9411764705882353	17	272.3529411764706
30.4	0.9782608695652174	46	191.17391304347825
97.1	1.0	2	383.5
107.3	1.0	1	175.0
24.9	0.9	70	169.9857142857143
28.2	0.9285714285714286	56	180.46428571428572
74.2	1.0	1	117.0
39.8	0.9565217391304348	23	195.2608695652174
81.0	1.0	1	131.0
30.6	0.9555555555555556	45	196.95555555555555
79.0	1.0	1	139.0
28.9	0.8409090909090909	44	201.13636363636363
132.7	1.0	1	220.0
258.6	1.0	1	437.0
46.4	1.0	12	270.8333333333333
103.1	1.0	1	169.0
270.3	1.0	1	466.0
65.8	1.0	3	215.66666666666666
65.9	1.0	3	233.66666666666666
53.3	0.875	8	209.75
59.3	0.875	8	278.375
108.8	1.0	2	391.0
27.5	0.8970588235294118	68	169.01470588235293
35.2	0.9714285714285714	35	196.34285714285716
78.0	1.0	3	284.6666666666667
109.1	1.0	1	226.0
101.9	1.0	1	178.0
37.7	0.9545454545454546	22	215.45454545454547
53.4	1.0	9	198.77777777777777
71.6	1.0	3	195.66666666666666
41.3	0.8947368421052632	19	245.21052631578948
61.6	1.0	6	326.1666666666667
58.2	1.0	3	227.0
42.3	0.9230769230769231	13	202.46153846153845
22.2	0.8645833333333334	96	155.5625
60.2	1.0	2	304.0
54.9	0.8	5	242.4
110.9	1.0	1	184.0
76.8	1.0	2	201.0
81.2	1.0	2	268.0
147.5	1.0	1	245.0
164.1	1.0	1	278.0
74.0	1.0	2	196.0
143.0	1.0	1	241.0
106.9	1.0	1	180.0
95.6	1.0	1	159.0
94.6	1.0	1	152.0
55.7	1.0	8	266.25
