p	linkRatio	samplenum
28.0	0.9137931034482759	58	182.74137931034483
43.4	0.9375	16	235.0625
161.5	1.0	1	300.0
67.8	1.0	2	174.0
85.9	1.0	3	268.0
67.7	1.0	4	232.5
40.4	1.0	10	245.6
31.9	0.9047619047619048	42	198.23809523809524
106.7	1.0	2	175.5
60.5	1.0	4	182.5
65.1	1.0	7	286.57142857142856
91.8	1.0	2	271.0
61.4	1.0	3	199.33333333333334
92.4	1.0	1	147.0
66.2	1.0	5	188.8
68.0	0.5	2	183.0
102.9	1.0	1	179.0
30.7	0.9347826086956522	46	182.69565217391303
112.5	1.0	1	187.0
41.1	0.8333333333333334	18	215.88888888888889
50.4	1.0	8	198.0
92.0	1.0	1	150.0
62.5	1.0	6	219.66666666666666
191.1	1.0	1	331.0
83.2	1.0	1	138.0
122.4	1.0	1	202.0
98.9	1.0	2	259.5
28.7	0.8979591836734694	49	182.24489795918367
72.7	1.0	2	192.5
73.2	1.0	3	190.66666666666666
51.0	1.0	6	196.16666666666666
122.7	1.0	1	205.0
70.3	1.0	3	400.3333333333333
87.9	1.0	1	152.0
86.1	1.0	1	145.0
57.9	1.0	7	247.0
112.1	1.0	1	180.0
85.0	1.0	1	135.0
37.6	0.95	20	216.2
72.9	1.0	3	254.33333333333334
73.6	1.0	6	249.16666666666666
48.7	1.0	7	301.57142857142856
64.5	1.0	2	154.5
103.7	1.0	1	177.0
59.6	1.0	3	163.66666666666666
67.4	1.0	2	259.0
344.1	1.0	1	603.0
128.9	1.0	2	214.5
39.3	1.0	12	213.58333333333334
79.2	1.0	3	356.6666666666667
93.9	1.0	1	160.0
76.6	1.0	2	192.5
82.8	1.0	2	199.5
61.2	1.0	2	189.0
68.5	1.0	3	187.33333333333334
61.0	1.0	7	279.85714285714283
57.6	1.0	6	266.0
69.7	0.8	5	289.2
44.1	1.0	9	236.0
68.7	1.0	3	214.0
108.6	1.0	2	283.5
27.6	0.9538461538461539	65	173.8923076923077
62.3	1.0	5	268.8
123.9	1.0	1	212.0
109.0	1.0	1	516.0
313.1	1.0	1	560.0
113.0	1.0	1	200.0
100.8	1.0	1	167.0
102.2	1.0	1	171.0
91.5	1.0	1	151.0
134.9	1.0	1	244.0
112.7	1.0	2	320.5
90.9	1.0	3	335.0
75.7	1.0	2	188.5
41.5	1.0	13	221.76923076923077
232.0	1.0	1	400.0
74.9	1.0	2	200.5
126.4	1.0	1	207.0
175.0	1.0	1	316.0
65.7	1.0	3	361.0
242.3	1.0	1	403.0
114.3	1.0	1	198.0
35.8	1.0	17	194.94117647058823
141.3	1.0	2	512.5
39.4	0.8888888888888888	18	198.27777777777777
120.1	1.0	1	216.0
40.3	0.9523809523809523	21	210.04761904761904
76.0	1.0	2	182.5
33.3	0.9767441860465116	43	199.53488372093022
93.8	1.0	1	172.0
105.0	1.0	2	297.0
54.6	0.8571428571428571	7	275.57142857142856
51.8	0.8333333333333334	6	217.5
59.1	1.0	4	291.75
91.7	1.0	1	153.0
62.0	1.0	7	273.14285714285717
79.1	1.0	3	315.3333333333333
14.4	0.7906976744186046	344	122.30523255813954
147.3	1.0	1	245.0
72.4	1.0	2	354.0
44.9	1.0	11	213.8181818181818
31.4	0.8775510204081632	49	188.9591836734694
69.3	0.6666666666666666	3	200.33333333333334
73.8	1.0	2	201.5
89.0	1.0	1	147.0
40.6	0.9	20	239.15
35.4	0.967741935483871	31	207.6451612903226
81.6	1.0	1	145.0
26.8	0.8545454545454545	55	186.8
49.1	1.0	7	239.71428571428572
44.2	1.0	10	237.8
35.0	0.9375	32	219.625
34.4	0.88	50	210.04
53.6	1.0	9	287.55555555555554
54.2	1.0	4	179.25
70.0	1.0	2	624.5
21.1	0.8461538461538461	117	150.23076923076923
33.9	0.8928571428571429	28	192.78571428571428
19.3	0.7790055248618785	181	136.44751381215468
71.3	1.0	5	323.2
77.1	1.0	3	279.3333333333333
73.1	0.5	2	260.5
69.0	1.0	5	314.6
29.4	0.8461538461538461	52	183.44230769230768
56.8	1.0	4	245.25
66.4	1.0	2	246.0
57.4	1.0	4	272.0
61.8	1.0	8	248.125
67.2	1.0	3	260.0
54.3	1.0	7	297.0
78.4	1.0	2	388.5
58.0	0.5	4	248.25
41.2	0.6923076923076923	13	216.92307692307693
47.8	1.0	8	250.5
66.5	1.0	1	237.0
46.8	0.8823529411764706	17	218.23529411764707
55.6	1.0	4	277.5
57.2	1.0	5	258.2
33.8	0.9393939393939394	33	214.3939393939394
50.1	1.0	10	226.8
46.3	0.9	10	225.7
66.9	0.8	5	274.0
70.8	1.0	2	323.5
54.4	0.8333333333333334	6	239.33333333333334
60.1	0.6666666666666666	6	245.16666666666666
50.6	1.0	10	255.4
85.5	1.0	1	311.0
83.3	1.0	1	297.0
43.1	1.0	15	206.86666666666667
69.2	1.0	4	299.5
56.0	1.0	4	236.5
34.2	0.96	25	186.6
84.3	1.0	2	297.5
79.4	1.0	1	290.0
76.3	1.0	2	285.5
47.4	0.9230769230769231	13	230.6153846153846
81.4	1.0	4	452.25
48.5	0.75	8	214.125
33.6	0.9090909090909091	33	195.45454545454547
46.9	1.0	17	209.35294117647058
62.8	1.0	6	345.6666666666667
37.0	0.9354838709677419	31	207.2258064516129
109.6	1.0	1	355.0
51.4	0.9090909090909091	11	284.45454545454544
52.5	1.0	6	250.0
62.2	1.0	3	217.0
44.4	1.0	10	229.3
49.3	1.0	10	263.6
66.3	1.0	1	235.0
45.0	1.0	12	295.0833333333333
32.1	0.9090909090909091	33	207.5151515151515
56.4	1.0	6	277.3333333333333
64.3	1.0	7	282.85714285714283
47.5	0.9090909090909091	11	249.63636363636363
40.8	1.0	21	241.61904761904762
21.2	0.8175182481751825	137	157.8905109489051
63.3	1.0	4	256.75
60.3	1.0	4	222.25
68.6	1.0	3	292.0
45.8	1.0	10	226.6
49.8	1.0	11	282.90909090909093
65.5	1.0	2	415.5
27.4	0.9016393442622951	61	173.8360655737705
52.3	0.8571428571428571	7	289.57142857142856
26.2	0.8095238095238095	63	167.03174603174602
36.1	0.9629629629629629	27	215.62962962962962
53.7	1.0	4	308.5
55.0	1.0	8	226.375
36.5	0.9310344827586207	29	200.20689655172413
45.7	0.9230769230769231	13	286.15384615384613
29.9	0.8888888888888888	45	181.55555555555554
47.9	1.0	8	225.0
49.6	0.9166666666666666	12	226.16666666666666
93.2	1.0	2	340.5
30.8	0.9183673469387755	49	194.85714285714286
32.3	0.9117647058823529	34	195.88235294117646
72.2	1.0	2	352.0
49.2	0.875	8	223.75
29.7	0.8666666666666667	45	173.53333333333333
83.8	1.0	1	477.0
56.5	0.6666666666666666	3	280.0
36.4	0.8846153846153846	26	225.76923076923077
84.7	1.0	2	317.5
70.2	1.0	3	274.6666666666667
50.8	1.0	5	278.4
95.1	1.0	1	667.0
50.7	1.0	7	296.0
78.1	1.0	2	346.0
71.7	1.0	2	419.5
166.9	1.0	1	795.0
104.0	1.0	1	399.0
104.9	1.0	2	483.0
31.0	0.9122807017543859	57	220.0
48.6	1.0	11	301.1818181818182
53.0	0.8333333333333334	6	335.6666666666667
88.1	1.0	1	731.0
75.3	1.0	2	313.5
48.9	0.9090909090909091	11	312.1818181818182
105.3	1.0	1	379.0
35.3	0.8461538461538461	26	206.6153846153846
69.8	1.0	2	242.0
52.8	1.0	5	260.6
42.8	0.8181818181818182	11	174.9090909090909
88.9	1.0	3	359.0
65.3	1.0	2	318.5
36.7	0.8214285714285714	28	204.82142857142858
100.3	1.0	1	341.0
51.2	0.8571428571428571	7	308.2857142857143
95.4	1.0	1	357.0
79.6	1.0	1	336.0
65.2	1.0	4	381.75
65.6	1.0	4	332.5
73.0	1.0	2	306.0
56.1	1.0	2	418.5
58.8	1.0	2	302.0
49.9	1.0	7	234.42857142857142
67.1	1.0	3	276.3333333333333
74.7	1.0	3	376.6666666666667
55.3	1.0	4	244.0
76.2	1.0	2	370.5
46.2	0.8888888888888888	9	225.33333333333334
88.4	1.0	1	325.0
55.8	1.0	4	255.0
51.5	1.0	7	291.85714285714283
80.9	0.6666666666666666	3	327.0
73.7	0.75	4	363.25
70.5	1.0	1	268.0
82.7	1.0	1	280.0
78.6	1.0	2	320.5
64.4	1.0	2	251.5
71.9	1.0	2	248.5
62.4	1.0	6	283.0
58.3	1.0	3	291.0
77.7	1.0	1	258.0
60.0	1.0	2	246.5
68.3	1.0	1	245.0
92.7	1.0	2	514.0
79.7	1.0	1	283.0
66.0	1.0	3	276.6666666666667
54.8	1.0	7	314.57142857142856
60.8	1.0	2	240.0
90.6	1.0	2	341.0
92.5	1.0	1	327.0
55.4	1.0	4	188.0
75.5	1.0	2	334.5
71.0	1.0	1	333.0
106.8	1.0	1	346.0
91.6	1.0	1	343.0
76.4	0.8333333333333334	6	297.0
47.3	0.8333333333333334	12	237.08333333333334
79.9	1.0	2	278.5
74.3	1.0	1	284.0
59.5	1.0	4	241.5
94.8	1.0	1	293.0
84.1	1.0	1	299.0
67.5	1.0	4	262.5
52.4	1.0	2	254.5
78.3	1.0	1	250.0
92.3	1.0	1	468.0
75.1	0.5	2	370.5
41.8	0.8571428571428571	14	258.14285714285717
64.0	1.0	4	414.25
80.6	1.0	2	316.5
75.8	1.0	2	319.0
73.9	1.0	1	395.0
102.8	1.0	1	513.0
128.2	1.0	1	683.0
95.8	1.0	2	460.5
110.2	1.0	1	638.0
84.9	1.0	3	405.6666666666667
94.4	1.0	1	533.0
137.3	1.0	1	740.0
94.5	1.0	2	337.0
70.1	1.0	3	300.3333333333333
65.0	1.0	2	413.5
62.6	0.75	4	333.0
84.4	1.0	2	358.5
78.5	1.0	1	391.0
86.6	1.0	1	476.0
86.5	1.0	1	485.0
108.5	1.0	1	635.0
74.1	1.0	2	303.5
52.9	1.0	3	322.6666666666667
77.8	1.0	1	381.0
120.8	1.0	1	408.0
108.0	1.0	2	410.5
49.5	1.0	8	257.625
68.9	1.0	1	353.0
54.0	1.0	3	233.33333333333334
82.2	1.0	1	327.0
66.8	1.0	4	375.25
104.6	1.0	1	332.0
57.5	1.0	3	342.0
96.0	1.0	2	378.5
54.5	0.8571428571428571	7	252.85714285714286
105.6	1.0	1	398.0
110.6	1.0	2	362.5
86.7	1.0	1	375.0
98.1	1.0	1	617.0
111.3	1.0	1	408.0
64.7	1.0	2	265.5
51.1	1.0	4	257.0
60.9	1.0	2	224.0
58.5	1.0	1	279.0
54.1	1.0	2	249.0
59.8	0.8571428571428571	7	304.2857142857143
82.1	1.0	1	407.0
42.4	1.0	4	224.0
72.8	1.0	1	235.0
80.1	1.0	3	348.3333333333333
98.4	1.0	1	608.0
86.8	1.0	1	289.0
80.5	1.0	2	292.0
64.1	1.0	3	297.3333333333333
79.5	0.5	2	441.0
105.2	1.0	1	356.0
99.7	1.0	1	373.0
137.8	1.0	1	608.0
67.0	0.6666666666666666	3	396.6666666666667
89.6	1.0	1	310.0
153.2	0.0	1	561.0
126.5	1.0	1	434.0
118.1	1.0	1	451.0
92.2	1.0	1	339.0
118.6	1.0	1	552.0
132.0	1.0	1	489.0
133.2	1.0	1	639.0
134.0	1.0	1	604.0
118.4	1.0	1	549.0
94.9	1.0	1	414.0
75.2	1.0	2	345.0
129.5	1.0	1	578.0
152.8	1.0	1	676.0
133.8	1.0	1	593.0
104.1	1.0	1	505.0
102.7	0.5	2	431.5
60.6	1.0	2	276.0
96.6	1.0	1	469.0
111.0	1.0	1	515.0
83.5	1.0	1	342.0
91.0	1.0	1	426.0
100.5	1.0	1	445.0
98.6	1.0	1	451.0
125.9	1.0	2	514.5
71.1	1.0	1	250.0
106.3	1.0	2	422.0
130.7	1.0	2	479.0
86.4	1.0	3	304.0
96.2	1.0	1	378.0
82.5	1.0	2	336.5
153.6	1.0	1	580.0
93.4	1.0	1	318.0
157.5	1.0	1	569.0
68.1	1.0	4	243.75
97.2	1.0	1	351.0
83.0	1.0	2	314.5
77.9	1.0	2	320.5
127.9	0.0	1	490.0
69.9	1.0	2	266.0
96.4	1.0	1	342.0
81.5	1.0	2	281.0
90.2	1.0	1	281.0
80.3	1.0	1	256.0
71.8	1.0	1	237.0
76.1	1.0	2	264.0
67.3	0.0	1	247.0
123.7	1.0	1	423.0
122.2	1.0	1	425.0
85.7	1.0	1	303.0
72.6	1.0	1	272.0
63.6	1.0	1	229.0
69.4	1.0	2	417.5
80.0	1.0	1	286.0
90.5	1.0	1	334.0
87.2	1.0	1	333.0
89.2	1.0	1	335.0
115.2	1.0	1	434.0
107.1	1.0	1	415.0
96.3	1.0	1	367.0
67.6	1.0	1	557.0
90.1	1.0	1	314.0
147.4	1.0	1	539.0
169.8	1.0	1	628.0
145.6	0.0	1	545.0
152.1	1.0	1	549.0
127.0	1.0	1	482.0
92.6	1.0	1	338.0
129.6	1.0	1	484.0
115.5	1.0	1	412.0
113.3	1.0	1	403.0
63.0	1.0	1	213.0
90.0	1.0	1	336.0
114.4	1.0	1	428.0
81.3	1.0	1	277.0
144.7	1.0	1	528.0
74.8	1.0	1	268.0
70.4	1.0	1	243.0
116.2	1.0	1	427.0
114.6	1.0	1	411.0
97.7	1.0	1	423.0
