p	linkRatio	samplenum
17.1	0.6428571428571429	14
15.9	0.5416666666666666	24
26.1	0.8333333333333334	6
15.8	0.38961038961038963	77
30.8	0.8181818181818182	11
19.4	0.7222222222222222	18
46.9	1.0	1
21.7	0.4074074074074074	27
19.3	0.375	48
22.7	0.3333333333333333	27
62.0	1.0	2
20.0	0.36507936507936506	63
29.2	0.8	5
38.0	0.6666666666666666	3
13.5	0.2920353982300885	113
30.3	1.0	6
14.7	0.22085889570552147	163
27.0	0.6111111111111112	18
18.4	0.5	34
26.4	0.8	5
105.8	1.0	1
17.8	0.4358974358974359	39
17.0	0.26548672566371684	113
13.1	0.32608695652173914	46
22.9	0.8181818181818182	11
46.8	1.0	1
20.8	0.75	12
33.8	1.0	5
16.6	0.5428571428571428	35
33.2	1.0	3
74.0	1.0	2
15.3	0.26785714285714285	112
43.3	1.0	5
76.3	1.0	3
16.3	0.25	96
18.5	0.52	25
28.0	0.6428571428571429	14
22.5	0.5	14
52.0	1.0	1
17.5	0.38461538461538464	26
18.7	0.34782608695652173	46
41.4	1.0	1
26.7	0.6	10
20.7	0.5	34
19.2	0.6666666666666666	27
94.8	1.0	1
17.2	0.4375	48
20.2	0.6428571428571429	14
26.2	0.75	8
16.8	0.46551724137931033	58
18.0	0.29333333333333333	75
14.6	0.32075471698113206	53
22.2	0.8	15
41.0	1.0	6
17.6	0.5172413793103449	29
18.3	0.3090909090909091	55
80.0	1.0	1
25.1	1.0	5
33.5	1.0	3
29.8	1.0	5
37.8	1.0	3
25.5	0.7777777777777778	9
24.4	0.6	5
21.6	0.7272727272727273	11
36.1	1.0	4
15.7	0.24107142857142858	112
25.3	0.5333333333333333	15
28.6	1.0	4
28.4	0.875	8
14.9	0.5172413793103449	29
30.2	0.9	10
23.0	0.4482758620689655	29
46.7	1.0	3
23.7	0.47058823529411764	17
24.3	0.42105263157894735	19
21.8	0.6363636363636364	22
57.6	1.0	2
22.8	0.5555555555555556	9
111.8	1.0	1
21.5	0.5789473684210527	19
18.2	0.21212121212121213	33
21.2	0.5	18
48.2	1.0	2
30.7	0.625	8
19.9	0.6	10
30.9	1.0	1
28.2	0.7142857142857143	7
23.4	0.625	8
31.0	0.8666666666666667	15
36.5	1.0	4
44.0	0.8	5
32.2	0.8333333333333334	6
35.7	1.0	4
43.4	1.0	2
32.0	0.6666666666666666	9
26.8	0.875	16
109.0	1.0	1
22.4	0.5555555555555556	9
18.6	0.65	20
75.7	1.0	1
27.8	0.75	8
29.3	0.5	8
31.3	1.0	7
46.3	1.0	3
33.0	0.8	5
13.6	0.3877551020408163	49
143.0	1.0	2
34.3	0.8333333333333334	6
39.0	0.8333333333333334	6
25.9	1.0	5
41.2	0.6666666666666666	3
25.6	0.7142857142857143	7
27.3	0.7142857142857143	14
85.3	1.0	1
30.0	0.5555555555555556	9
54.3	1.0	1
35.1	1.0	1
18.9	0.7272727272727273	11
49.3	1.0	1
43.9	1.0	2
139.3	1.0	1
32.3	0.45454545454545453	11
20.3	0.48	25
34.0	0.9	10
37.2	1.0	2
83.7	1.0	1
24.5	0.5	12
60.6	1.0	1
39.7	0.5	2
17.9	0.5	10
26.6	1.0	6
17.4	0.43478260869565216	23
107.8	1.0	1
25.0	0.6129032258064516	31
31.8	0.75	4
63.2	1.0	1
38.4	1.0	1
78.3	1.0	2
16.9	0.42857142857142855	21
32.6	1.0	1
39.4	1.0	1
21.0	0.4117647058823529	34
147.7	1.0	3
37.0	0.8333333333333334	6
19.7	0.23809523809523808	42
59.8	1.0	2
23.2	0.4444444444444444	9
20.5	0.7368421052631579	19
19.5	0.4444444444444444	18
38.7	1.0	6
43.0	1.0	1
42.7	1.0	3
51.2	1.0	1
40.7	1.0	3
28.7	0.4444444444444444	9
79.3	1.0	3
34.8	1.0	3
46.5	1.0	2
59.0	1.0	1
33.3	0.75	4
26.3	0.25	8
42.0	1.0	3
78.1	1.0	1
36.0	1.0	7
31.2	1.0	8
29.6	1.0	4
92.2	1.0	1
35.2	1.0	3
30.5	1.0	2
39.3	0.8333333333333334	6
27.7	0.5714285714285714	7
36.9	1.0	2
106.0	1.0	1
32.7	1.0	4
34.4	1.0	3
27.9	1.0	2
35.3	0.6666666666666666	3
113.5	1.0	1
29.5	0.75	4
51.6	1.0	1
26.5	0.4444444444444444	9
42.1	1.0	1
58.9	1.0	1
36.7	0.8	5
91.0	1.0	1
167.0	1.0	1
38.3	0.0	1
28.3	0.6363636363636364	11
87.8	1.0	1
22.6	0.6666666666666666	6
45.0	1.0	5
54.0	1.0	4
53.7	1.0	1
85.7	1.0	2
22.1	0.8	10
86.2	1.0	2
93.6	1.0	1
90.6	1.0	2
42.3	0.75	8
78.8	1.0	1
29.4	1.0	2
65.7	1.0	2
97.5	1.0	2
116.0	1.0	1
28.8	0.75	4
25.2	0.5294117647058824	17
60.2	1.0	2
38.8	1.0	1
40.9	1.0	3
32.5	1.0	2
19.1	0.7777777777777778	9
23.8	0.5833333333333334	12
29.0	0.625	8
35.4	1.0	4
61.3	1.0	1
36.3	0.6	5
58.5	1.0	2
23.1	0.3333333333333333	3
65.3	1.0	1
37.4	1.0	3
67.9	1.0	1
87.5	1.0	1
70.0	1.0	1
20.1	0.75	8
57.5	1.0	3
36.8	1.0	7
120.0	1.0	1
50.3	1.0	2
23.6	0.75	4
35.8	1.0	4
58.1	1.0	3
93.8	1.0	2
36.4	1.0	1
144.0	1.0	1
25.4	1.0	2
34.7	1.0	5
107.0	1.0	2
34.5	1.0	2
61.2	1.0	1
85.4	1.0	1
33.4	1.0	3
35.5	1.0	2
41.7	1.0	3
19.6	0.6875	16
73.3	1.0	1
53.9	1.0	1
89.2	1.0	1
37.5	1.0	3
28.9	1.0	4
70.2	1.0	1
43.8	1.0	3
40.2	1.0	3
31.5	0.75	4
68.0	1.0	2
73.8	1.0	2
51.0	1.0	2
56.4	1.0	1
24.1	0.8888888888888888	9
40.0	1.0	7
72.2	1.0	1
96.0	1.0	1
144.7	1.0	2
91.4	1.0	1
30.4	1.0	2
77.0	1.0	1
58.6	1.0	1
48.5	1.0	3
47.3	1.0	1
34.6	1.0	2
47.7	1.0	1
26.9	1.0	2
29.9	1.0	5
39.6	1.0	3
64.4	1.0	2
46.6	1.0	1
114.7	1.0	1
44.7	1.0	3
141.0	1.0	1
43.7	1.0	1
29.1	1.0	1
112.7	1.0	2
50.2	1.0	1
76.2	1.0	1
32.4	1.0	1
33.1	1.0	2
87.3	1.0	1
47.0	1.0	1
40.3	0.5	2
119.0	1.0	1
40.5	1.0	4
48.3	1.0	1
40.6	1.0	1
27.5	1.0	4
25.8	0.6	5
95.8	1.0	1
38.2	1.0	4
43.2	1.0	2
27.6	1.0	3
32.9	1.0	3
37.9	1.0	1
37.6	1.0	2
52.4	1.0	2
64.7	1.0	1
65.1	1.0	1
29.7	1.0	5
89.0	1.0	1
44.9	1.0	1
40.4	1.0	1
42.2	1.0	3
44.3	1.0	2
31.4	1.0	3
40.1	1.0	3
58.0	1.0	1
37.7	1.0	3
45.3	1.0	2
90.4	1.0	1
38.6	1.0	1
34.9	1.0	2
112.0	1.0	1
95.6	1.0	1
50.0	1.0	1
45.7	0.5	2
28.5	0.6	5
52.7	1.0	1
80.6	1.0	1
23.9	0.6666666666666666	3
65.4	1.0	2
52.2	1.0	1
47.6	1.0	1
84.1	1.0	1
24.9	0.5	2
42.5	1.0	1
36.2	0.0	1
129.5	1.0	1
108.0	1.0	1
41.8	1.0	4
59.2	1.0	2
69.0	1.0	1
30.6	1.0	1
70.8	1.0	1
56.2	1.0	1
45.2	1.0	1
78.5	1.0	1
97.0	1.0	1
55.0	1.0	1
115.2	1.0	1
42.9	1.0	2
68.2	1.0	1
71.0	1.0	1
34.2	1.0	3
53.6	1.0	1
52.3	1.0	1
55.6	1.0	1
66.2	1.0	1
45.5	1.0	1
32.1	1.0	1
142.0	1.0	2
35.0	0.6666666666666666	3
38.5	1.0	2
52.8	1.0	1
43.5	1.0	1
60.5	1.0	1
31.6	1.0	1
58.7	1.0	1
86.8	1.0	2
56.0	1.0	2
65.2	1.0	1
52.1	1.0	1
53.2	1.0	1
66.5	1.0	1
113.0	1.0	1
68.7	1.0	1
162.7	1.0	1
79.0	1.0	1
108.5	1.0	1
34.1	1.0	1
31.9	1.0	1
115.3	1.0	1
94.2	1.0	1
74.5	1.0	1
37.3	1.0	2
53.0	1.0	2
68.3	1.0	1
160.3	1.0	1
91.5	1.0	1
73.2	1.0	1
56.3	1.0	1
41.1	1.0	1
78.4	1.0	1
58.3	1.0	1
117.7	1.0	1
62.4	1.0	1
112.8	1.0	1
156.7	1.0	2
57.7	1.0	1
83.0	1.0	1
66.3	1.0	1
41.3	1.0	3
148.3	1.0	1
31.7	0.6666666666666666	3
84.3	1.0	1
60.0	1.0	1
56.7	1.0	2
27.1	1.0	2
39.1	1.0	1
149.7	1.0	1
48.7	1.0	1
63.3	1.0	1
58.4	1.0	1
64.8	1.0	1
39.8	1.0	2
149.0	1.0	1
50.7	1.0	1
87.6	1.0	1
95.5	1.0	1
45.1	1.0	1
118.3	1.0	1
50.8	1.0	1
125.0	1.0	1
47.8	1.0	2
57.8	1.0	1
64.2	1.0	1
69.3	1.0	1
58.8	1.0	1
107.7	1.0	1
56.5	1.0	1
115.7	1.0	1
116.2	1.0	1
101.0	1.0	1
72.3	1.0	1
64.6	1.0	1
116.3	1.0	1
63.4	1.0	1
60.9	1.0	1
63.0	1.0	1
33.9	1.0	1
91.2	1.0	1
47.4	1.0	1
88.6	1.0	1
